DBASSP3_7	sp|P83596|EAP1_EUCUL	100	40	0	0	2	41	2	41	5.69e-14	60.8
DBASSP3_7	sp|P83597|EAP2_EUCUL	85.0	40	6	0	2	41	2	41	5.69e-14	60.8
DBASSP3_14	sp|P0DQK8|B2RP_LITST	100	21	0	0	1	21	1	21	3.94e-09	47.4
DBASSP3_15	sp|P15516|HIS3_HUMAN	100	24	0	0	1	24	20	43	8.67e-10	49.7
DBASSP3_15	sp|P15515|HIS1_HUMAN	90.9	22	2	0	1	22	20	41	1.10e-06	42.0
DBASSP3_37	sp|C0HKP0|PGLR2_XENRU	100	21	0	0	1	21	1	21	3.62e-05	37.4
DBASSP3_37	sp|Q99134|PYLAA_XENLA	100	21	0	0	1	21	39	59	7.37e-05	37.4
DBASSP3_37	sp|Q91826|PYLAB_XENLA	100	21	0	0	1	21	39	59	7.37e-05	37.4
DBASSP3_52	sp|P83705|HLOA_HALAU	100	18	0	0	2	19	1	18	1.21e-07	43.5
DBASSP3_52	sp|P83706|HLOB_HALAU	100	15	0	0	5	19	1	15	1.95e-04	35.4
DBASSP3_57	sp|Q27023|DEFI_TENMO	100	43	0	0	1	43	42	84	1.34e-26	94.0
DBASSP3_57	sp|P80033|DEFA_ZOPAT	69.0	42	13	0	2	43	2	43	3.31e-16	66.6
DBASSP3_57	sp|C0HJX7|DEFI_CALVI	66.7	42	10	1	2	43	2	39	8.66e-14	60.5
DBASSP3_57	sp|P18313|SAPE_SARPE	66.7	42	10	1	2	43	56	93	1.08e-13	61.6
DBASSP3_57	sp|P10891|DEFI_PROTE	66.7	42	10	1	2	43	56	93	1.53e-13	61.2
DBASSP3_57	sp|B3EWY5|LUCFE_LUCCU	59.5	42	13	1	2	43	2	39	1.02e-12	57.8
DBASSP3_57	sp|Q7M426|DEF1_HOLDI	60.5	43	16	1	1	43	1	42	1.08e-12	57.8
DBASSP3_57	sp|P91793|DEFA_AEDAE	61.9	42	12	1	2	43	60	97	1.94e-12	58.5
DBASSP3_57	sp|P31530|SAPC_SARPE	57.1	42	14	1	2	43	2	39	4.14e-12	56.2
DBASSP3_57	sp|P86471|DEFLU_LUCSE	59.5	42	13	1	2	43	54	91	4.80e-12	57.4
DBASSP3_57	sp|P81602|DEFB_AEDAE	59.5	42	13	1	2	43	60	97	7.82e-12	57.0
DBASSP3_57	sp|P83668|DEFB_ANOCP	65.9	44	12	2	1	43	1	42	1.26e-11	55.1
DBASSP3_57	sp|P83669|DEFA_ANOCP	65.9	44	12	2	1	43	1	42	1.79e-11	54.7
DBASSP3_57	sp|Q10745|DEFI_TRYDI	60.5	43	16	1	1	43	1	42	1.79e-11	54.7
DBASSP3_57	sp|P81603|DEFC_AEDAE	59.5	42	13	1	2	43	61	98	3.23e-11	55.5
DBASSP3_57	sp|Q5BU36|DEF_FORAQ	57.1	42	14	1	2	43	57	94	8.40e-11	54.3
DBASSP3_57	sp|O96049|DEFI_ORYRH	63.6	44	13	2	1	43	37	78	1.17e-10	53.5
DBASSP3_57	sp|A9XFZ7|DEF_COPTR	59.1	44	15	2	1	43	38	79	2.40e-10	52.8
DBASSP3_57	sp|O16137|DEF2_STOCA	57.1	42	14	1	2	43	59	96	2.86e-09	50.4
DBASSP3_57	sp|P83404|DEFI_PHLDU	57.1	42	14	1	2	43	60	97	4.14e-09	50.1
DBASSP3_57	sp|P36192|DEFI_DROME	54.8	42	15	1	2	43	54	91	1.47e-08	48.5
DBASSP3_57	sp|Q5J8R1|DEFI_APICA	53.5	43	16	2	1	43	44	82	1.56e-08	48.5
DBASSP3_57	sp|P17722|DEFI_APIME	53.5	43	16	2	1	43	44	82	1.56e-08	48.5
DBASSP3_57	sp|Q17027|DEFI_ANOGA	52.4	42	16	1	2	43	64	101	3.62e-08	47.8
DBASSP3_57	sp|O16136|DEF1_STOCA	51.2	43	17	1	1	43	40	78	4.46e-08	47.0
DBASSP3_142	sp|Q1KLY3|CAMP_GORGO	100	20	0	0	1	20	151	170	1.98e-05	40.4
DBASSP3_142	sp|P49913|CAMP_HUMAN	100	20	0	0	1	20	151	170	1.98e-05	40.4
DBASSP3_142	sp|Q1KLX1|CAMP_PANTR	100	20	0	0	1	20	151	170	1.98e-05	40.4
DBASSP3_142	sp|Q1KLX2|CAMP_PONPY	100	20	0	0	1	20	151	170	1.98e-05	40.4
DBASSP3_142	sp|Q1KLY0|CAMP_NOMCO	85.0	20	3	0	1	20	151	170	9.91e-04	35.8
DBASSP3_142	sp|Q1KLY2|CAMP_NOMGA	85.0	20	3	0	1	20	151	170	9.91e-04	35.8
DBASSP3_142	sp|Q1KLX9|CAMP_NOMLE	85.0	20	3	0	1	20	151	170	9.91e-04	35.8
DBASSP3_160	sp|P51524|PF11_PIG	100	13	0	0	1	13	112	124	2.12e-04	37.4
DBASSP3_160	sp|P51525|PF12_PIG	100	13	0	0	1	13	128	140	2.14e-04	37.4
DBASSP3_359	sp|C0HKN6|MAGR1_XENRU	88.9	18	2	0	3	20	4	21	5.41e-04	34.7
DBASSP3_360	sp|C0HKN6|MAGR1_XENRU	100	23	0	0	1	23	1	23	1.85e-10	50.8
DBASSP3_360	sp|C0HK84|MAGB2_XENBO	82.6	23	4	0	1	23	1	23	7.24e-08	44.3
DBASSP3_360	sp|P11006|MAGA_XENLA	91.3	23	2	0	1	23	37	59	3.64e-07	45.8
DBASSP3_360	sp|C0HKN8|MAGR3_XENRU	73.9	23	6	0	1	23	1	23	4.89e-06	39.7
DBASSP3_360	sp|C0HKL6|MGBM2_XENBM	73.9	23	6	0	1	23	1	23	4.89e-06	39.7
DBASSP3_360	sp|C0HK83|MAGB1_XENBO	84.2	19	3	0	3	21	1	19	9.81e-06	38.9
DBASSP3_360	sp|C0HK85|XPFB1_XENBO	68.2	22	7	0	1	22	1	22	1.64e-04	35.8
DBASSP3_360	sp|C0HKN7|MAGR2_XENRU	68.2	22	7	0	1	22	1	22	6.65e-04	34.3
DBASSP3_360	sp|C0HKL5|MGBM1_XENBM	68.2	22	7	0	1	22	1	22	6.65e-04	34.3
DBASSP3_461	sp|P41964|DMYC_DROME	100	44	0	0	1	44	27	70	2.15e-32	108
DBASSP3_461	sp|Q9Y1U3|SIXC_MESMA	50.0	32	15	1	13	43	36	67	1.40e-05	40.8
DBASSP3_461	sp|P0C292|TX11_ANDCR	50.0	40	18	2	4	42	33	71	2.54e-05	40.0
DBASSP3_461	sp|P0C293|TX12_ANDCR	50.0	40	18	2	4	42	33	71	2.54e-05	40.0
DBASSP3_461	sp|P0C294|TX13_ANDCR	47.5	40	19	2	4	42	33	71	1.02e-04	38.5
DBASSP3_461	sp|Q17231|SIX3_MESMA	46.9	32	16	1	13	43	15	46	1.05e-04	38.1
DBASSP3_461	sp|D9U2A4|LV1A1_LYCMC	50.0	36	16	2	8	42	36	70	1.96e-04	38.1
DBASSP3_461	sp|Q8WRY4|SCX9_CENLI	57.1	28	11	1	16	43	41	67	3.12e-04	37.4
DBASSP3_461	sp|Q9XY87|SIXA_MESMA	43.8	32	17	1	13	43	36	67	4.49e-04	37.0
DBASSP3_461	sp|P0CI45|LV1A2_LYCMC	47.2	36	17	2	8	42	36	70	5.51e-04	37.0
DBASSP3_461	sp|Q17230|SIX4_MESMA	46.9	32	16	1	13	43	15	46	6.03e-04	36.2
