PPepDB_245	sp|Q93X17|SNAK2_SOLTU	98.5	65	1	0	2	66	40	104	9.64e-46	144
PPepDB_245	sp|P46689|GASA1_ARATH	82.5	63	11	0	4	66	36	98	6.58e-36	119
PPepDB_245	sp|F4IQJ4|GASAB_ARATH	77.4	62	14	0	5	66	33	94	6.56e-33	111
PPepDB_245	sp|P46688|GASA2_ARATH	72.6	62	17	0	5	66	38	99	2.95e-30	104
PPepDB_245	sp|P46687|GASA3_ARATH	69.4	62	19	0	5	66	38	99	2.82e-28	99.8
PPepDB_245	sp|Q8GWK5|GASA9_ARATH	56.5	62	27	0	5	66	58	119	2.24e-19	77.8
PPepDB_245	sp|Q9LFR3|GASAE_ARATH	57.1	63	26	1	5	66	213	275	2.39e-17	75.9
PPepDB_245	sp|C0HLQ1|CMLN_CRYJA	50.8	61	30	0	6	66	3	63	4.09e-17	70.5
PPepDB_245	sp|C0HLQ2|CMLN1_CUPSE	48.4	62	32	0	5	66	2	63	8.25e-17	69.7
PPepDB_245	sp|C0HLQ0|CMLN_JUNAS	48.4	62	32	0	5	66	2	63	8.25e-17	69.7
PPepDB_245	sp|Q6NMQ7|GASA6_ARATH	46.2	65	35	0	2	66	37	101	1.01e-14	65.5
PPepDB_245	sp|Q84J95|GASA5_ARATH	44.4	63	35	0	4	66	35	97	2.12e-13	62.0
PPepDB_245	sp|O80641|GASA8_ARATH	42.4	59	34	0	8	66	29	87	6.73e-13	60.5
PPepDB_245	sp|P86888|PMLN_PRUPE	42.4	59	34	0	8	66	5	63	1.07e-12	59.3
PPepDB_245	sp|Q8LFM2|GASAA_ARATH	45.0	60	32	1	8	66	30	89	1.42e-12	59.7
PPepDB_245	sp|P47926|RSI1_SOLLC	42.0	69	37	1	1	66	28	96	1.68e-12	59.7
PPepDB_245	sp|A8MR46|GASAD_ARATH	42.6	61	35	0	6	66	43	103	2.81e-12	59.3
PPepDB_245	sp|Q6GKX7|GASAC_ARATH	44.6	65	36	0	2	66	42	106	4.26e-12	58.9
PPepDB_245	sp|P27057|GAST1_SOLLC	45.0	60	33	0	7	66	53	112	2.77e-11	57.0
PPepDB_245	sp|Q948Z4|SNAK1_SOLTU	42.4	59	34	0	8	66	30	88	4.55e-11	55.8
PPepDB_245	sp|P46690|GASA4_ARATH	38.5	65	40	0	2	66	42	106	6.88e-11	55.8
PPepDB_245	sp|O82328|GASA7_ARATH	40.7	59	35	0	8	66	50	108	8.15e-10	53.1
PPepDB_252	sp|Q948Z4|SNAK1_SOLTU	80.0	60	12	0	7	66	29	88	3.33e-34	114
PPepDB_252	sp|P86888|PMLN_PRUPE	78.3	60	13	0	7	66	4	63	3.35e-34	113
PPepDB_252	sp|O82328|GASA7_ARATH	68.9	61	19	0	6	66	48	108	2.21e-29	102
