DRAMP00275	sp|Q948Z4|SNAK1_SOLTU	100	63	0	0	1	63	26	88	1.50e-45	142
DRAMP00275	sp|P86888|PMLN_PRUPE	82.5	63	11	0	1	63	1	63	1.06e-36	119
DRAMP00275	sp|Q8LFM2|GASAA_ARATH	77.8	63	13	1	2	63	27	89	3.38e-31	106
DRAMP00275	sp|O82328|GASA7_ARATH	71.7	60	17	0	4	63	49	108	2.37e-30	105
DRAMP00275	sp|O80641|GASA8_ARATH	70.5	61	18	0	3	63	27	87	2.16e-29	102
DRAMP00275	sp|C0HLQ1|CMLN_CRYJA	69.5	59	18	0	5	63	5	63	7.59e-28	97.4
DRAMP00275	sp|C0HLQ2|CMLN1_CUPSE	67.8	59	19	0	5	63	5	63	5.15e-26	92.8
DRAMP00275	sp|C0HLQ0|CMLN_JUNAS	66.1	59	20	0	5	63	5	63	2.10e-25	91.3
DRAMP00275	sp|P27057|GAST1_SOLLC	50.8	59	29	0	5	63	54	112	1.10e-17	73.2
DRAMP00275	sp|Q84J95|GASA5_ARATH	49.2	59	30	0	5	63	39	97	3.02e-17	71.6
DRAMP00275	sp|Q6GKX7|GASAC_ARATH	49.2	59	30	0	5	63	48	106	4.38e-16	68.9
DRAMP00275	sp|P47926|RSI1_SOLLC	47.5	59	31	0	5	63	38	96	9.73e-16	67.8
DRAMP00275	sp|P46688|GASA2_ARATH	49.2	59	30	0	5	63	41	99	1.05e-15	67.8
DRAMP00275	sp|P46687|GASA3_ARATH	49.2	59	30	0	5	63	41	99	1.49e-15	67.4
DRAMP00275	sp|A8MR46|GASAD_ARATH	49.2	59	30	0	5	63	45	103	2.33e-15	67.0
DRAMP00275	sp|Q6NMQ7|GASA6_ARATH	47.5	59	31	0	5	63	43	101	4.46e-15	66.2
DRAMP00275	sp|P46690|GASA4_ARATH	45.8	59	32	0	5	63	48	106	2.04e-14	64.7
DRAMP00275	sp|F4IQJ4|GASAB_ARATH	44.1	59	33	0	5	63	36	94	3.52e-13	61.2
DRAMP00275	sp|Q9LFR3|GASAE_ARATH	48.3	60	30	1	5	63	216	275	2.15e-12	62.4
DRAMP00275	sp|P46689|GASA1_ARATH	44.1	59	33	0	5	63	40	98	4.45e-12	58.5
DRAMP00275	sp|Q93X17|SNAK2_SOLTU	42.4	59	34	0	5	63	46	104	2.06e-11	57.0
DRAMP00275	sp|C0HLL6|CMLN_CUPSE	58.3	36	7	1	5	40	5	32	5.36e-08	46.6
DRAMP00275	sp|Q8GWK5|GASA9_ARATH	37.3	59	37	0	5	63	61	119	6.94e-06	43.1
DRAMP00275	sp|C0HKC0|PMLN_PUNGR	80.0	20	4	0	1	20	1	20	7.59e-05	38.5
DRAMP00416	sp|Q39313|DEF3_BRANA	100	50	0	0	1	50	30	79	1.91e-36	119
DRAMP00416	sp|O24332|DEF3_RAPSA	100	50	0	0	1	50	30	79	1.91e-36	119
DRAMP00416	sp|O24331|DEF4_RAPSA	90.0	50	5	0	1	50	31	80	1.56e-33	111
DRAMP00416	sp|P30231|DEF1_SINAL	92.0	50	4	0	1	50	2	51	2.08e-33	110
DRAMP00416	sp|P30230|DEF2_RAPSA	92.0	50	4	0	1	50	31	80	2.22e-33	111
DRAMP00416	sp|O80995|DEF14_ARATH	90.0	50	5	0	1	50	31	80	4.48e-33	110
DRAMP00416	sp|P69241|DEF1_RAPSA	92.0	50	4	0	1	50	31	80	4.48e-33	110
DRAMP00416	sp|P30232|DEF2A_SINAL	88.0	50	6	0	1	50	2	51	1.72e-32	108
DRAMP00416	sp|P30224|DEF13_ARATH	90.0	50	5	0	1	50	31	80	2.60e-32	108
DRAMP00416	sp|O80994|DEF15_ARATH	88.0	50	6	0	1	50	31	80	5.24e-32	107
DRAMP00416	sp|Q9FI23|DEF16_ARATH	88.0	50	6	0	1	50	31	80	5.24e-32	107
DRAMP00416	sp|Q9FI22|DEF17_ARATH	88.0	50	6	0	1	50	31	80	5.24e-32	107
DRAMP00416	sp|P86973|DEF2_NIGSA	76.0	50	12	0	1	50	1	50	6.39e-28	96.7
DRAMP00416	sp|P86972|DEF1_NIGSA	76.0	50	12	0	1	50	1	50	2.61e-27	95.1
DRAMP00416	sp|P69240|DEF1_BRANA	90.7	43	4	0	1	43	2	44	3.81e-26	92.0
DRAMP00416	sp|Q10989|DEF2B_SINAL	70.6	51	14	1	1	50	2	52	7.33e-23	84.0
DRAMP00416	sp|C0HL82|AMPD1_STEME	56.0	50	22	0	1	50	32	81	4.95e-19	75.1
DRAMP00416	sp|C0HL83|AMPD2_STEME	56.0	50	22	0	1	50	32	81	7.03e-19	74.7
DRAMP00416	sp|P82787|DEF19_ARATH	52.0	50	24	0	1	50	29	78	5.10e-16	67.4
DRAMP00416	sp|P0C8Y4|DEF1_DAHME	54.0	50	23	0	1	50	1	50	1.49e-15	65.5
DRAMP00416	sp|P30227|DEF1_BRACM	96.0	25	1	0	1	25	2	26	1.13e-12	57.8
DRAMP00416	sp|P22357|SF18_HELAN	46.0	50	27	0	1	50	16	65	6.75e-12	58.9
DRAMP00416	sp|P30228|DEF2_BRACM	92.3	26	2	0	1	26	2	27	1.32e-11	55.1
DRAMP00416	sp|Q7M1F2|DEF1_CLITE	51.0	49	23	1	2	50	2	49	1.36e-11	55.5
DRAMP00416	sp|P0C8Y5|DEF1_HEUSA	49.0	51	25	1	1	50	4	54	4.34e-11	54.3
DRAMP00417	sp|O24331|DEF4_RAPSA	100	51	0	0	1	51	30	80	3.55e-37	120
DRAMP00417	sp|P30231|DEF1_SINAL	90.2	51	5	0	1	51	1	51	1.53e-33	110
DRAMP00417	sp|P69241|DEF1_RAPSA	90.2	51	5	0	1	51	30	80	3.29e-33	110
DRAMP00417	sp|Q39313|DEF3_BRANA	90.0	50	5	0	2	51	30	79	6.47e-33	110
DRAMP00417	sp|O24332|DEF3_RAPSA	90.0	50	5	0	2	51	30	79	6.47e-33	110
DRAMP00417	sp|O80995|DEF14_ARATH	86.3	51	7	0	1	51	30	80	9.45e-33	109
