E07797|Acasin|fungus(Aspergillusclavatus)	sp|Q53I06|DEFPL_PSENR	66.7	30	9	1	10	38	66	95	5.47e-10	52.0
E07797|Acasin|fungus(Aspergillusclavatus)	sp|A0A084G2W8|DEFS2_PSEDA	48.6	37	12	1	9	38	58	94	3.98e-07	44.7
E07797|Acasin|fungus(Aspergillusclavatus)	sp|P81610|DEFA_MYTED	57.9	38	10	2	5	38	1	36	4.91e-07	43.1
E07797|Acasin|fungus(Aspergillusclavatus)	sp|P81611|DEFB_MYTED	68.0	25	8	0	5	29	1	25	3.91e-06	40.8
E07797|Acasin|fungus(Aspergillusclavatus)	sp|P80571|DEFI_MYTGA	52.6	38	12	2	5	38	1	36	3.03e-04	36.6
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|C0HJQ3|H2A_ACIGU	100	50	0	0	1	50	2	51	1.77e-27	96.3
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|P59890|H2A_HIPHI	98.0	50	1	0	1	50	2	51	5.53e-27	94.4
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|P02264|H2A_ONCMY	98.0	50	1	0	1	50	2	51	2.16e-26	95.1
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|Q7ZUY3|H2AX_DANRE	98.0	50	1	0	1	50	2	51	3.15e-26	95.1
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|Q96KK5|H2A1H_HUMAN	96.0	50	2	0	1	50	2	51	1.76e-25	92.8
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|Q99878|H2A1J_HUMAN	96.0	50	2	0	1	50	2	51	1.76e-25	92.8
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|P0C170|H2A1E_RAT	96.0	50	2	0	1	50	2	51	1.85e-25	92.8
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|P0C0S9|H2A1_BOVIN	96.0	50	2	0	1	50	2	51	1.85e-25	92.8
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|P0C0S8|H2A1_HUMAN	96.0	50	2	0	1	50	2	51	1.85e-25	92.8
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|Q8CGP6|H2A1H_MOUSE	94.0	50	3	0	1	50	2	51	5.02e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|P04908|H2A1B_HUMAN	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|C0HKE1|H2A1B_MOUSE	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|C0HKE2|H2A1C_MOUSE	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|P20671|H2A1D_HUMAN	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|C0HKE3|H2A1D_MOUSE	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|C0HKE4|H2A1E_MOUSE	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|Q8CGP5|H2A1F_MOUSE	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|Q64598|H2A1F_RAT	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|C0HKE5|H2A1G_MOUSE	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|C0HKE6|H2A1I_MOUSE	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|Q8CGP7|H2A1K_MOUSE	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|C0HKE7|H2A1N_MOUSE	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|C0HKE8|H2A1O_MOUSE	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|C0HKE9|H2A1P_MOUSE	94.0	50	3	0	1	50	2	51	5.29e-25	91.7
E20122|Acipensin1|Russiansturgeon(Acipensergueldenstaedtii)	sp|A1A4R1|H2A2C_BOVIN	94.0	50	3	0	1	50	2	51	7.31e-25	91.3
